Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2020-01-02 00:00:00-05:00,53.62254651326162,54.24822750776257,53.29015499997357,54.15046310424805,20173200,0.0,0.0,MU
2020-01-03 00:00:00-05:00,52.94798109591939,54.072247329746276,52.79156180271418,53.30970001220703,16815800,0.0,0.0,MU
2020-01-06 00:00:00-05:00,52.5471613047988,52.92843313431749,51.970364408279885,52.37118911743164,18768700,0.0,0.0,MU
2020-01-07 00:00:00-05:00,54.14068884715189,57.093106722711966,54.12113596633393,56.96601486206055,49908200,0.0,0.0,MU
2020-01-08 00:00:00-05:00,56.79004744226687,57.08333322055161,55.7830982360679,56.23280334472656,29730800,0.0,0.0,MU
2020-01-09 00:00:00-05:00,57.01490029620978,57.171319627405694,55.21607612279128,56.027503967285156,22376100,0.0,0.0,MU
2020-01-10 00:00:00-05:00,56.1839137596061,56.213241213810186,55.01076711014746,55.40181350708008,19122800,0.0,0.0,MU
2020-01-13 00:00:00-05:00,55.7342079534996,56.48697706244169,55.58756694536631,56.164363861083984,16163000,0.0,0.0,MU
2020-01-14 00:00:00-05:00,56.506536240548186,56.99534711413309,55.19652295016741,56.23280334472656,26454300,0.0,0.0,MU
2020-01-15 00:00:00-05:00,55.75375716438061,55.84174325520206,54.59038883403507,54.913002014160156,21638600,0.0,0.0,MU
2020-01-16 00:00:00-05:00,55.528905519324425,56.54563286710665,55.48979976071809,56.38921356201172,22732700,0.0,0.0,MU
2020-01-17 00:00:00-05:00,56.721603784764476,56.81936444976666,55.734203913323,56.369659423828125,20549200,0.0,0.0,MU
2020-01-21 00:00:00-05:00,56.08615181911973,57.855648310408576,55.98839114793869,57.65034866333008,24821700,0.0,0.0,MU
2020-01-22 00:00:00-05:00,58.18803694792645,58.90170025452806,57.533028549412684,57.84586715698242,22604400,0.0,0.0,MU
2020-01-23 00:00:00-05:00,58.979915682954655,59.2047682139757,57.70900455991219,57.87520217895508,26146100,0.0,0.0,MU
2020-01-24 00:00:00-05:00,58.657296530045336,58.67684940974167,55.95906253056866,56.46742248535156,28555300,0.0,0.0,MU
2020-01-27 00:00:00-05:00,53.91582965245938,54.73703189873161,53.397687698107106,54.17000961303711,27310100,0.0,0.0,MU
2020-01-28 00:00:00-05:00,54.99122085982072,55.50935916964738,54.00382457950995,55.206298828125,18544900,0.0,0.0,MU
2020-01-29 00:00:00-05:00,54.737038444732725,55.91018145456328,54.05270253611111,54.062477111816406,19278300,0.0,0.0,MU
2020-01-30 00:00:00-05:00,52.967538453638376,53.837621078765544,52.02902261502909,53.79851531982422,30783800,0.0,0.0,MU
2020-01-31 00:00:00-05:00,53.915841560424276,53.96472190256232,51.52066750234963,51.901939392089844,28550800,0.0,0.0,MU
2020-02-03 00:00:00-05:00,52.05835401696568,52.89910925130349,51.81394859904566,52.57649230957031,20471900,0.0,0.0,MU
2020-02-04 00:00:00-05:00,54.05269977685876,54.76636310549624,53.71052997534951,54.257999420166016,19998600,0.0,0.0,MU
2020-02-05 00:00:00-05:00,55.743978127811424,55.978605198335565,54.57083158720059,55.49957275390625,19795300,0.0,0.0,MU
2020-02-06 00:00:00-05:00,56.78026507179741,57.84586904978534,56.12525665185079,57.36683654785156,23358700,0.0,0.0,MU
2020-02-07 00:00:00-05:00,56.67273214972739,56.702059607862815,55.499585343008874,55.60712432861328,20891100,0.0,0.0,MU
2020-02-10 00:00:00-05:00,55.04010139592692,56.0568288669426,54.9423407168923,56.047054290771484,15929000,0.0,0.0,MU
2020-02-11 00:00:00-05:00,56.584740402773036,57.52325626281695,55.06942763782765,55.96883773803711,26776900,0.0,0.0,MU
2020-02-12 00:00:00-05:00,57.71878150746976,59.82066575897586,57.581915076965146,57.943634033203125,47180800,0.0,0.0,MU
2020-02-13 00:00:00-05:00,57.689454077102376,59.27320389428582,57.542813061731835,58.002296447753906,23679700,0.0,0.0,MU
2020-02-14 00:00:00-05:00,58.81372022008425,59.20477038448449,56.956237533179255,57.19086837768555,20920200,0.0,0.0,MU
2020-02-18 00:00:00-05:00,55.79286245327167,56.7411565653374,55.35293200286332,56.457645416259766,21513200,0.0,0.0,MU
2020-02-19 00:00:00-05:00,57.26907937799213,58.90170578135509,57.249526497018046,58.647525787353516,23335500,0.0,0.0,MU
2020-02-20 00:00:00-05:00,58.53998413281905,58.64752310859922,56.39899038058243,57.6796760559082,20797100,0.0,0.0,MU
2020-02-21 00:00:00-05:00,57.31795566303833,57.41571633166574,54.63927082828025,55.714656829833984,27038900,0.0,0.0,MU
2020-02-24 00:00:00-05:00,52.117007488167474,54.21889163610778,51.43267164003305,53.778961181640625,33321100,0.0,0.0,MU
2020-02-25 00:00:00-05:00,53.61276675954442,54.209116510729,50.396390916508764,50.93408203125,41894200,0.0,0.0,MU
2020-02-26 00:00:00-05:00,51.47178425123793,53.05553036885623,50.71901509099611,51.19804763793945,28075600,0.0,0.0,MU
2020-02-27 00:00:00-05:00,49.4969851950435,51.6673027225955,48.87130793559317,49.44810485839844,36349200,0.0,0.0,MU
2020-02-28 00:00:00-05:00,47.56129608353538,51.73573736301928,47.307112359059424,51.38379669189453,40121300,0.0,0.0,MU
2020-03-02 00:00:00-05:00,52.00947645664267,53.46613073680866,50.93409032276867,53.368370056152344,33272700,0.0,0.0,MU
2020-03-03 00:00:00-05:00,53.37814435769653,54.160244716244456,49.9564683417075,50.640804290771484,36893200,0.0,0.0,MU
2020-03-04 00:00:00-05:00,51.83349486884407,54.14068231642951,51.041620073224585,54.052696228027344,28222000,0.0,0.0,MU
2020-03-05 00:00:00-05:00,52.253875429371206,54.36553794280549,52.146336456341835,52.5178337097168,26223000,0.0,0.0,MU
2020-03-06 00:00:00-05:00,51.03184720456417,51.99969048001103,48.8810789834273,50.31818389892578,30313700,0.0,0.0,MU
2020-03-09 00:00:00-04:00,44.462232666408404,47.512411202570824,43.91476319403846,44.94126892089844,31260800,0.0,0.0,MU
