Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Ticker
2021-03-22 00:00:00-04:00,21.499114575851376,21.568326950073242,21.481811069757615,21.568326950073242,2100,0.0,0.0,0.0,REIT
2021-03-23 00:00:00-04:00,21.33473310562604,21.719727013975803,21.33473310562604,21.490461349487305,4500,0.0,0.0,0.0,REIT
2021-03-24 00:00:00-04:00,21.65483856201172,21.784611531829075,21.646186810670184,21.65483856201172,2300,0.0,0.0,0.0,REIT
2021-03-25 00:00:00-04:00,21.62888659309783,21.678199768066406,21.239565974360833,21.678199768066406,3000,0.0,0.0,0.0,REIT
2021-03-26 00:00:00-04:00,21.678199768066406,21.678199768066406,21.678199768066406,21.678199768066406,400,0.0,0.0,0.0,REIT
2021-03-29 00:00:00-04:00,21.827869944857504,22.061462294601757,21.784612835713578,21.947261810302734,5400,0.0,0.0,0.0,REIT
2021-03-30 00:00:00-04:00,21.68079437102769,22.10472032896322,21.68079437102769,22.06578826904297,3500,0.0,0.0,0.0,REIT
2021-03-31 00:00:00-04:00,21.966293548754024,22.09606816984206,21.948125365826158,22.051944732666016,3500,0.0,0.0,0.0,REIT
2021-04-01 00:00:00-04:00,22.139328002929688,22.139328002929688,22.06146388075009,22.139328002929688,2600,0.0,0.0,0.0,REIT
2021-04-05 00:00:00-04:00,22.82279758482164,22.82279758482164,22.199886322021484,22.199886322021484,4100,0.0,0.0,0.0,REIT
2021-04-06 00:00:00-04:00,22.277754610870197,22.37378692626953,22.238822546514974,22.37378692626953,4400,0.0,0.0,0.0,REIT
2021-04-07 00:00:00-04:00,22.4551082885942,22.4551082885942,22.30370675400869,22.355615615844727,4600,0.0,0.0,0.0,REIT
2021-04-08 00:00:00-04:00,22.40752445904506,22.40752445904506,22.34436815464863,22.364267349243164,2500,0.0,0.0,0.0,REIT
2021-04-09 00:00:00-04:00,22.502691020500777,23.21211814880371,22.31235743612651,23.21211814880371,2800,0.0,0.0,0.0,REIT
2021-04-12 00:00:00-04:00,22.55460055300068,22.55460055300068,22.19123522642108,22.424827575683594,3100,0.0,0.0,0.0,REIT
2021-04-13 00:00:00-04:00,22.476735419973107,22.56065559387207,22.38156945432643,22.56065559387207,1700,0.0,0.0,0.0,REIT
2021-04-14 00:00:00-04:00,22.632459568080066,22.632459568080066,22.415306091308594,22.415306091308594,2600,0.0,0.0,0.0,REIT
2021-04-15 00:00:00-04:00,22.580554260128064,22.84183120727539,22.580554260128064,22.84183120727539,800,0.0,0.0,0.0,REIT
2021-04-16 00:00:00-04:00,23.030439357838958,23.030439357838958,22.85740760362466,22.88163185119629,4400,0.0,0.0,0.0,REIT
2021-04-19 00:00:00-04:00,23.151559220735546,23.151559220735546,22.770025693988405,22.90931510925293,2800,0.0,0.0,0.0,REIT
2021-04-20 00:00:00-04:00,23.07369070531934,23.12473487854004,23.072826025308746,23.12473487854004,1200,0.0,0.0,0.0,REIT
2021-04-21 00:00:00-04:00,23.311613627679673,23.311613627679673,23.279603958129883,23.279603958129883,1600,0.0,0.0,0.0,REIT
2021-04-22 00:00:00-04:00,23.610088702475487,23.610088702475487,23.102240988505333,23.14896011352539,3200,0.0,0.0,0.0,REIT
2021-04-23 00:00:00-04:00,23.333239472066186,23.333239472066186,23.135985145629196,23.183568954467773,6600,0.0,0.0,0.0,REIT
2021-04-26 00:00:00-04:00,23.315937042236328,23.43705826162729,23.315937042236328,23.315937042236328,4200,0.0,0.0,0.0,REIT
2021-04-27 00:00:00-04:00,23.359195709228516,23.385150965182724,23.32458870128957,23.359195709228516,3500,0.0,0.0,0.0,REIT
2021-04-28 00:00:00-04:00,23.376498121026323,23.376498121026323,23.3635196685791,23.3635196685791,1400,0.0,0.0,0.0,REIT
2021-04-29 00:00:00-04:00,23.610091405002372,23.610091405002372,23.436194986649195,23.496755599975586,3600,0.0,0.0,0.0,REIT
2021-04-30 00:00:00-04:00,23.549530507875705,23.549530507875705,23.488969891035566,23.528766632080078,12500,0.0,0.0,0.0,REIT
2021-05-03 00:00:00-04:00,23.835031414819063,23.835031414819063,23.495025634765625,23.495025634765625,7100,0.0,0.0,0.0,REIT
2021-05-04 00:00:00-04:00,23.584134829021348,23.618740184633722,23.35573387145996,23.35573387145996,6500,0.0,0.0,0.0,REIT
2021-05-05 00:00:00-04:00,23.497619591432272,23.497619591432272,22.866056570748995,22.97160530090332,5800,0.0,0.0,0.0,REIT
2021-05-06 00:00:00-04:00,23.22076846777617,23.41110204040776,23.056388498140425,23.19135284423828,4600,0.0,0.0,0.0,REIT
2021-05-07 00:00:00-04:00,23.532227958850783,23.532227958850783,23.254512159623996,23.487239837646484,4700,0.0,0.0,0.0,REIT
2021-05-10 00:00:00-04:00,23.540875933441846,23.748514666507027,23.532225832204244,23.636043548583984,4600,0.0,0.0,0.0,REIT
2021-05-11 00:00:00-04:00,23.636045569206974,23.636045569206974,23.09965013836573,23.215579986572266,3000,0.0,0.0,0.0,REIT
2021-05-12 00:00:00-04:00,23.17751422842705,23.17751422842705,22.698217391967773,22.698217391967773,2800,0.0,0.0,0.0,REIT
2021-05-13 00:00:00-04:00,22.909313149887463,23.125601986234937,22.753584923692827,23.01832389831543,4100,0.0,0.0,0.0,REIT
2021-05-14 00:00:00-04:00,23.23807416484134,23.255376018421895,23.225095711964745,23.242399215698242,3700,0.0,0.0,0.0,REIT
2021-05-17 00:00:00-04:00,23.307284958199972,23.484641734128243,23.22076909551849,23.267486572265625,3500,0.0,0.0,0.0,REIT
2021-05-18 00:00:00-04:00,23.35919723061918,23.36352228181676,23.22077249015368,23.277008056640625,4900,0.0,0.0,0.0,REIT
2021-05-19 00:00:00-04:00,23.021790159071866,23.24673080444336,23.021790159071866,23.24673080444336,1300,0.0,0.0,0.0,REIT
2021-05-20 00:00:00-04:00,23.229421836557414,23.457822799682617,23.229421836557414,23.457822799682617,2800,0.0,0.0,0.0,REIT
2021-05-21 00:00:00-04:00,23.61008966060355,23.61008966060355,23.433597564697266,23.433597564697266,3300,0.0,0.0,0.0,REIT
2021-05-24 00:00:00-04:00,24.09457839296253,24.09457839296253,23.58413657128674,23.727752685546875,4600,0.0,0.0,0.0,REIT
2021-05-25 00:00:00-04:00,23.783121495901998,23.783121495901998,23.713909130641703,23.72256088256836,3400,0.0,0.0,0.0,REIT
2021-05-26 00:00:00-04:00,23.73986525404845,23.930198852932186,23.722561749562743,23.783987045288086,5000,0.0,0.0,0.0,REIT
2021-05-27 00:00:00-04:00,23.807345401230506,23.826379915258485,23.697471618652344,23.697471618652344,4900,0.0,0.0,0.0,REIT
2021-05-28 00:00:00-04:00,23.791775047927768,23.86963917100596,23.774471542765266,23.83416748046875,3800,0.0,0.0,0.0,REIT
2021-06-01 00:00:00-04:00,23.835031665844223,24.16379165649414,23.835031665844223,24.16379165649414,2200,0.0,0.0,0.0,REIT
2021-06-02 00:00:00-04:00,24.57906498491325,24.57906498491325,24.302215518652048,24.55397605895996,2800,0.0,0.0,0.0,REIT
2021-06-03 00:00:00-04:00,24.67423147412393,24.67423147412393,24.449290880583046,24.4925479888916,4200,0.0,0.0,0.0,REIT
2021-06-04 00:00:00-04:00,24.890520493040658,24.890520493040658,24.39738219414221,24.512447357177734,3600,0.0,0.0,0.0,REIT
2021-06-07 00:00:00-04:00,25.0548957091813,25.0548957091813,24.62231807621765,24.78583335876465,5800,0.0,0.0,0.0,REIT
2021-06-08 00:00:00-04:00,25.106805904428057,25.106805904428057,24.95886476501207,25.054895401000977,7400,0.0,0.0,0.0,REIT
2021-06-09 00:00:00-04:00,26.292075623914887,26.292075623914887,25.03154505260368,25.08085823059082,7400,0.0,0.0,0.0,REIT
2021-06-10 00:00:00-04:00,25.95465870225517,25.95465870225517,25.04105492715534,25.24523162841797,4900,0.0,0.0,0.0,REIT
2021-06-11 00:00:00-04:00,25.452869066070104,25.452869066070104,25.080852021963146,25.193323135375977,6500,0.0,0.0,0.0,REIT
2021-06-14 00:00:00-04:00,25.409615397235857,25.409615397235857,25.124114174801882,25.26253890991211,5900,0.0,0.0,0.0,REIT
2021-06-15 00:00:00-04:00,25.461523228633553,25.461523228633553,25.041922339122316,25.089506149291992,8000,0.0,0.0,0.0,REIT
2021-06-16 00:00:00-04:00,25.11546229561938,25.18813503366191,24.916475296020508,24.916475296020508,4000,0.0,0.0,0.0,REIT
2021-06-17 00:00:00-04:00,25.45886243838113,25.45886243838113,24.75480942052739,24.885189056396484,6800,0.134,0.0,0.0,REIT
2021-06-18 00:00:00-04:00,24.641806553595842,24.780878343207213,24.546194076538086,24.546194076538086,8800,0.0,0.0,0.0,REIT
2021-06-21 00:00:00-04:00,24.485351397265163,24.946027755737305,24.485351397265163,24.946027755737305,4600,0.0,0.0,0.0,REIT
2021-06-22 00:00:00-04:00,24.96340874639602,24.96340874639602,24.86345100402832,24.86345100402832,8300,0.0,0.0,0.0,REIT
2021-06-23 00:00:00-04:00,24.89387618612137,24.937337161142775,24.85910906397093,24.876493453979492,5100,0.0,0.0,0.0,REIT
2021-06-24 00:00:00-04:00,25.128561433178998,25.128561433178998,24.772189713785462,24.815649032592773,6600,0.0,0.0,0.0,REIT
2021-06-25 00:00:00-04:00,24.91125737975003,24.91125737975003,24.65049819454652,24.886051177978516,193400,0.0,0.0,0.0,REIT
2021-06-28 00:00:00-04:00,25.03294597763294,25.03294597763294,24.520118118682092,24.685266494750977,6500,0.0,0.0,0.0,REIT
2021-06-29 00:00:00-04:00,24.83303270910289,24.83303270910289,24.698307829954658,24.754804611206055,2100,0.0,0.0,0.0,REIT
2021-06-30 00:00:00-04:00,24.76349797650261,24.806958953980565,24.659194946289062,24.659194946289062,3500,0.0,0.0,0.0,REIT
2021-07-01 00:00:00-04:00,24.946027761337664,24.946027761337664,24.546195106035622,24.67657470703125,3100,0.0,0.0,0.0,REIT
2021-07-02 00:00:00-04:00,24.841722478072114,24.841722478072114,24.72264289855957,24.72264289855957,1600,0.0,0.0,0.0,REIT
2021-07-06 00:00:00-04:00,25.38062797571561,25.38062797571561,24.615731429671246,24.972103118896484,6900,0.0,0.0,0.0,REIT
2021-07-07 00:00:00-04:00,24.859108183021032,25.03294710334615,24.859108183021032,25.006872177124023,4900,0.0,0.0,0.0,REIT
2021-07-08 00:00:00-04:00,24.899093149085125,24.92864628208641,24.841725985321887,24.901700973510742,3700,0.0,0.0,0.0,REIT
2021-07-09 00:00:00-04:00,25.102482742096868,25.276323318481445,25.102482742096868,25.276323318481445,2600,0.0,0.0,0.0,REIT
2021-07-12 00:00:00-04:00,25.46755305411686,25.477115631103516,25.30240628852241,25.477115631103516,3900,0.0,0.0,0.0,REIT
2021-07-13 00:00:00-04:00,25.980376096795137,25.980376096795137,25.241557746500494,25.24590301513672,3700,0.0,0.0,0.0,REIT
2021-07-14 00:00:00-04:00,25.389318530888005,25.467546624469055,25.250246732936496,25.405834197998047,6000,0.0,0.0,0.0,REIT
2021-07-15 00:00:00-04:00,25.63269096826539,25.63269096826539,25.319778643234926,25.432775497436523,4900,0.0,0.0,0.0,REIT
2021-07-16 00:00:00-04:00,25.58054141848722,25.606616342318354,25.467544555664062,25.467544555664062,4100,0.0,0.0,0.0,REIT
2021-07-19 00:00:00-04:00,25.47624155139445,25.47624155139445,24.87214805340373,24.919954299926758,9000,0.0,0.0,0.0,REIT
2021-07-20 00:00:00-04:00,25.467549148690356,25.737002234561576,25.467549148690356,25.71961784362793,5200,0.0,0.0,0.0,REIT
2021-07-21 00:00:00-04:00,26.94518993669496,26.94518993669496,25.70223413564679,25.745695114135742,6700,0.0,0.0,0.0,REIT
2021-07-22 00:00:00-04:00,25.70223387559069,25.70223387559069,25.406705856323242,25.406705856323242,2600,0.0,0.0,0.0,REIT
2021-07-23 00:00:00-04:00,25.606617948308813,25.657032012939453,25.606617948308813,25.657032012939453,6600,0.0,0.0,0.0,REIT
2021-07-26 00:00:00-04:00,26.95387914467638,26.95387914467638,25.558814218220597,25.610965728759766,4800,0.0,0.0,0.0,REIT
2021-07-27 00:00:00-04:00,25.902146000741563,25.902146000741563,25.42408691002449,25.792627334594727,1700,0.0,0.0,0.0,REIT
2021-07-28 00:00:00-04:00,27.04079730933742,27.04079730933742,25.650077760595615,25.763072967529297,7500,0.0,0.0,0.0,REIT
2021-07-29 00:00:00-04:00,25.976897781329352,25.989066522122158,25.728307317171517,25.73699951171875,2100,0.0,0.0,0.0,REIT
2021-07-30 00:00:00-04:00,25.684847769634644,26.058603866571687,25.684847769634644,25.858688354492188,1400,0.0,0.0,0.0,REIT
2021-08-02 00:00:00-04:00,25.989064310323773,26.006448697938744,25.702228546142578,25.702228546142578,8400,0.0,0.0,0.0,REIT
2021-08-03 00:00:00-04:00,25.771765959217323,25.771765959217323,25.589234852090534,25.637041091918945,3200,0.0,0.0,0.0,REIT
2021-08-04 00:00:00-04:00,25.29371011947137,25.641389647525482,25.20678982299115,25.49362564086914,3900,0.0,0.0,0.0,REIT
2021-08-05 00:00:00-04:00,25.64138774263749,25.79784393310547,25.64138774263749,25.79784393310547,5900,0.0,0.0,0.0,REIT
2021-08-06 00:00:00-04:00,25.919532061832324,25.919532061832324,25.815229037211147,25.858688354492188,5200,0.0,0.0,0.0,REIT
2021-08-09 00:00:00-04:00,25.997758498884338,25.997758498884338,25.567505648533377,25.589235305786133,4800,0.0,0.0,0.0,REIT
2021-08-10 00:00:00-04:00,25.64138599796702,25.64138599796702,25.33716583251953,25.33716583251953,6200,0.0,0.0,0.0,REIT
2021-08-11 00:00:00-04:00,25.902146097323953,25.902146097323953,25.31109179204195,25.45537757873535,9900,0.0,0.0,0.0,REIT
2021-08-12 00:00:00-04:00,25.936915790589474,25.936915790589474,25.371936391007505,25.38062858581543,4400,0.0,0.0,0.0,REIT
2021-08-13 00:00:00-04:00,25.37193966696824,25.554470807902696,25.37193966696824,25.531002044677734,3700,0.0,0.0,0.0,REIT
2021-08-16 00:00:00-04:00,25.432778079024185,25.641385764264047,25.432778079024185,25.53273582458496,4200,0.0,0.0,0.0,REIT
2021-08-17 00:00:00-04:00,26.07598856219368,26.07598856219368,25.276324846638403,25.31978416442871,5500,0.0,0.0,0.0,REIT
2021-08-18 00:00:00-04:00,25.597929435033475,25.597929435033475,25.31978416442871,25.31978416442871,3600,0.0,0.0,0.0,REIT
2021-08-19 00:00:00-04:00,25.20678850931923,25.302400996251226,25.15463699729572,25.29370880126953,4100,0.0,0.0,0.0,REIT
2021-08-20 00:00:00-04:00,25.328476329493494,25.424957540110817,25.328476329493494,25.404096603393555,5100,0.0,0.0,0.0,REIT
2021-08-23 00:00:00-04:00,25.59792668484589,25.59792668484589,25.293706519398402,25.33716583251953,4300,0.0,0.0,0.0,REIT
2021-08-24 00:00:00-04:00,25.328477120817084,25.328477120817084,25.206789701053495,25.232866287231445,2600,0.0,0.0,0.0,REIT
2021-08-25 00:00:00-04:00,25.27632196160802,25.432778140382002,25.27632196160802,25.27979850769043,1500,0.0,0.0,0.0,REIT
2021-08-26 00:00:00-04:00,25.389320039276818,25.389320039276818,25.2328655006863,25.285017013549805,3000,0.0,0.0,0.0,REIT
2021-08-27 00:00:00-04:00,25.23286558032747,25.589237292108507,25.23286558032747,25.584890365600586,2300,0.0,0.0,0.0,REIT
2021-08-30 00:00:00-04:00,25.710923387348267,25.808273315429688,25.528392272195607,25.808273315429688,1500,0.0,0.0,0.0,REIT
2021-08-31 00:00:00-04:00,25.81523077301962,25.93691819588212,25.81523077301962,25.92040252685547,2500,0.0,0.0,0.0,REIT
2021-09-01 00:00:00-04:00,26.049910212935348,26.267210102906713,26.032527481716247,26.188982009887695,5000,0.0,0.0,0.0,REIT
2021-09-02 00:00:00-04:00,26.606201971917116,26.606201971917116,26.180294339881517,26.24983024597168,2900,0.0,0.0,0.0,REIT
2021-09-03 00:00:00-04:00,26.467128883091583,26.467128883091583,26.26981953640124,26.423667907714844,6000,0.0,0.0,0.0,REIT
2021-09-07 00:00:00-04:00,26.59750527328234,26.71050047984795,25.98037276058348,26.110754013061523,6800,0.0,0.0,0.0,REIT
2021-09-08 00:00:00-04:00,26.27590560913086,26.27590560913086,26.27590560913086,26.27590560913086,700,0.0,0.0,0.0,REIT
2021-09-09 00:00:00-04:00,26.39759517885868,26.39759517885868,25.815231323242188,25.815231323242188,2900,0.0,0.0,0.0,REIT
2021-09-10 00:00:00-04:00,26.006452006439293,26.006452006439293,25.450164794921875,25.450164794921875,3500,0.0,0.0,0.0,REIT
2021-09-13 00:00:00-04:00,25.737002053833457,25.75438478677827,25.57706930567386,25.61705207824707,1800,0.0,0.0,0.0,REIT
2021-09-14 00:00:00-04:00,25.78046368838469,25.78046368838469,25.434521574778465,25.56316375732422,1700,0.0,0.0,0.0,REIT
2021-09-15 00:00:00-04:00,25.554468460825213,25.650080949409357,25.502316947900546,25.624004364013672,1700,0.0,0.0,0.0,REIT
2021-09-16 00:00:00-04:00,25.537085706260324,25.77090129404454,25.537085706260324,25.644866943359375,2600,0.0,0.0,0.0,REIT
2021-09-17 00:00:00-04:00,25.780461708629097,25.780461708629097,25.427566528320312,25.427566528320312,5100,0.0,0.0,0.0,REIT
2021-09-20 00:00:00-04:00,25.658770839207172,25.658770839207172,25.024255572387723,25.29979133605957,8100,0.0,0.0,0.0,REIT
2021-09-21 00:00:00-04:00,25.30240049041075,25.537083118758147,25.30240049041075,25.38062858581543,2600,0.0,0.0,0.0,REIT
2021-09-22 00:00:00-04:00,26.72788867396562,26.72788867396562,25.497970399371333,25.58054542541504,6700,0.0,0.0,0.0,REIT
2021-09-23 00:00:00-04:00,26.16420612677534,26.16420612677534,25.560416279584835,25.621671676635742,22000,0.197,0.0,0.0,REIT
2021-09-24 00:00:00-04:00,25.551672054658653,25.551672054658653,25.248027085809184,25.2699031829834,5500,0.0,0.0,0.0,REIT
2021-09-27 00:00:00-04:00,25.18414404095747,25.420408190445738,24.94787822243023,24.982879638671875,3400,0.0,0.0,0.0,REIT
2021-09-28 00:00:00-04:00,24.689739276137907,24.886627481896415,24.653861610126928,24.772869110107422,2300,0.0,0.0,0.0,REIT
2021-09-29 00:00:00-04:00,25.026633985438327,25.096638488331678,25.00913244245524,25.092262268066406,5000,0.0,0.0,0.0,REIT
2021-09-30 00:00:00-04:00,25.210396147140433,25.210396147140433,24.58473014831543,24.58473014831543,2400,0.0,0.0,0.0,REIT
2021-10-01 00:00:00-04:00,24.904124661049572,25.07213680192583,24.755366553960453,25.066011428833008,3100,0.0,0.0,0.0,REIT
2021-10-04 00:00:00-04:00,25.096635346651492,25.096635346651492,24.860369553073344,24.997753143310547,6200,0.0,0.0,0.0,REIT
2021-10-05 00:00:00-04:00,24.737864312793082,24.799118041992188,24.737864312793082,24.799118041992188,2300,0.0,0.0,0.0,REIT
2021-10-06 00:00:00-04:00,24.47534612152618,24.942626953125,24.457846248256494,24.942626953125,3200,0.0,0.0,0.0,REIT
2021-10-07 00:00:00-04:00,25.22789503266633,25.22789503266633,25.02663230895996,25.02663230895996,4700,0.0,0.0,0.0,REIT
2021-10-08 00:00:00-04:00,25.017881826995403,25.04413414001465,25.017881826995403,25.04413414001465,1200,0.0,0.0,0.0,REIT
2021-10-11 00:00:00-04:00,24.99162900503085,24.99162900503085,24.869121551513672,24.869121551513672,3000,0.0,0.0,0.0,REIT
2021-10-12 00:00:00-04:00,25.3066463470459,25.3066463470459,25.3066463470459,25.3066463470459,500,0.0,0.0,0.0,REIT
2021-10-13 00:00:00-04:00,25.359152275093642,25.385404586791992,25.201641742981202,25.385404586791992,1700,0.0,0.0,0.0,REIT
2021-10-14 00:00:00-04:00,25.70917510986328,25.70917510986328,25.61466912309009,25.70917510986328,1900,0.0,0.0,0.0,REIT
2021-10-15 00:00:00-04:00,25.866686516744757,25.93669101556933,25.73542829007854,25.761680603027344,3700,0.0,0.0,0.0,REIT
2021-10-18 00:00:00-04:00,25.779179374891513,25.84918553976494,25.63917038322233,25.833433151245117,2600,0.0,0.0,0.0,REIT
2021-10-19 00:00:00-04:00,25.90169171262415,25.90169171262415,25.787933349609375,25.787933349609375,6400,0.0,0.0,0.0,REIT
2021-10-20 00:00:00-04:00,25.779180966407864,26.159832000732422,25.779180966407864,26.159832000732422,5600,0.0,0.0,0.0,REIT
2021-10-21 00:00:00-04:00,26.251713019497704,26.251713019497704,26.05920105820875,26.120454788208008,3500,0.0,0.0,0.0,REIT
2021-10-22 00:00:00-04:00,26.155459357457797,26.277968501264148,26.155459357457797,26.2254638671875,1800,0.0,0.0,0.0,REIT
2021-10-25 00:00:00-04:00,26.43547590822709,26.43547590822709,26.1904609724855,26.2517147064209,3700,0.0,0.0,0.0,REIT
2021-10-26 00:00:00-04:00,26.26046258141541,26.34796862125828,26.26046258141541,26.32171630859375,2800,0.0,0.0,0.0,REIT
2021-10-27 00:00:00-04:00,26.62798576201576,26.62798576201576,26.177331924438477,26.177331924438477,2000,0.0,0.0,0.0,REIT
2021-10-28 00:00:00-04:00,26.094202665015246,26.563234329223633,26.094202665015246,26.563234329223633,5000,0.0,0.0,0.0,REIT
2021-10-29 00:00:00-04:00,26.470478995641074,26.470478995641074,26.2517147064209,26.2517147064209,3900,0.0,0.0,0.0,REIT
2021-11-01 00:00:00-04:00,26.295460550070782,26.422344207763672,25.945438105606485,26.422344207763672,5600,0.0,0.0,0.0,REIT
2021-11-02 00:00:00-04:00,26.584229661283725,26.6192327407576,26.48797453080796,26.588605880737305,6400,0.0,0.0,0.0,REIT
2021-11-03 00:00:00-04:00,26.592984040249153,26.785497665405273,26.592984040249153,26.785497665405273,2800,0.0,0.0,0.0,REIT
2021-11-04 00:00:00-04:00,26.66299151230333,26.66299151230333,26.391724255476785,26.44422721862793,3300,0.0,0.0,0.0,REIT
2021-11-05 00:00:00-04:00,26.592983535124553,26.75924484395433,26.592983535124553,26.610485076904297,1200,0.0,0.0,0.0,REIT
2021-11-08 00:00:00-05:00,26.82049805495295,26.82049805495295,26.42584714132138,26.43547248840332,6000,0.0,0.0,0.0,REIT
2021-11-09 00:00:00-05:00,26.5343579576472,26.60348788651855,26.508981887762364,26.5317325592041,4100,0.0,0.0,0.0,REIT
2021-11-10 00:00:00-05:00,26.557982120603956,26.680489574984378,26.557982120603956,26.610485076904297,4200,0.0,0.0,0.0,REIT
2021-11-11 00:00:00-05:00,26.59298430699123,26.67173957824707,26.46172607791114,26.67173957824707,2400,0.0,0.0,0.0,REIT
2021-11-12 00:00:00-05:00,26.619235847794165,26.619235847794165,26.566732891493828,26.610485076904297,1200,0.0,0.0,0.0,REIT
2021-11-15 00:00:00-05:00,26.68924370860631,26.88175568532251,26.68924370860631,26.873004913330078,5400,0.0,0.0,0.0,REIT
2021-11-16 00:00:00-05:00,27.013011485109132,27.013011485109132,26.645487462555305,26.69799041748047,5300,0.0,0.0,0.0,REIT
2021-11-17 00:00:00-05:00,26.95175937223563,26.95175937223563,26.531732343612518,26.79425048828125,2700,0.0,0.0,0.0,REIT
2021-11-18 00:00:00-05:00,26.76799660623453,26.864253420549232,26.715493647989668,26.82925033569336,4300,0.0,0.0,0.0,REIT
2021-11-19 00:00:00-05:00,26.855498299741132,26.855498299741132,26.64898480584806,26.654233932495117,1400,0.0,0.0,0.0,REIT
2021-11-22 00:00:00-05:00,26.79424743848375,26.79424743848375,26.540480094425735,26.56673240661621,3200,0.0,0.0,0.0,REIT
2021-11-23 00:00:00-05:00,26.435473734435686,26.599109649658203,26.435473734435686,26.599109649658203,900,0.0,0.0,0.0,REIT
2021-11-24 00:00:00-05:00,26.706742609555278,26.943008422851562,26.706742609555278,26.943008422851562,3900,0.0,0.0,0.0,REIT
2021-11-26 00:00:00-05:00,26.70674165838986,26.772369935942173,26.16420555114746,26.16420555114746,3400,0.0,0.0,0.0,REIT
2021-11-29 00:00:00-05:00,26.33047052029393,26.562360137497336,26.33047052029393,26.44422721862793,3700,0.0,0.0,0.0,REIT
2021-11-30 00:00:00-05:00,26.321722088897566,26.3435981864026,26.0329532623291,26.0329532623291,3600,0.0,0.0,0.0,REIT
2021-12-01 00:00:00-05:00,26.251713679387016,26.347970496970586,25.595420837402344,25.595420837402344,6300,0.0,0.0,0.0,REIT
2021-12-02 00:00:00-05:00,25.49040901655924,26.269210861369405,25.49040901655924,26.125701904296875,6100,0.0,0.0,0.0,REIT
2021-12-03 00:00:00-05:00,26.251717575457917,26.277969893887505,25.93494727732144,26.0329532623291,4400,0.0,0.0,0.0,REIT
2021-12-06 00:00:00-05:00,26.067949446703974,26.689239130236423,26.067949446703974,26.522977828979492,11700,0.0,0.0,0.0,REIT
2021-12-07 00:00:00-05:00,26.838003863157756,26.89925759890731,26.794251671633532,26.8126277923584,10800,0.0,0.0,0.0,REIT
2021-12-08 00:00:00-05:00,26.916758227433277,27.170523933911152,26.732995357397034,27.104021072387695,2600,0.0,0.0,0.0,REIT
2021-12-09 00:00:00-05:00,26.89050237525614,26.89050237525614,26.70149040222168,26.70149040222168,3700,0.0,0.0,0.0,REIT
2021-12-10 00:00:00-05:00,26.71549385735821,26.7706222143032,26.634113186565585,26.69449234008789,5900,0.0,0.0,0.0,REIT
2021-12-13 00:00:00-05:00,26.767996472034564,26.912380023743808,26.650738141201998,26.88612937927246,4500,0.0,0.0,0.0,REIT
2021-12-14 00:00:00-05:00,26.99551374251893,27.046267551877197,26.514231302690586,26.54923439025879,16400,0.0,0.0,0.0,REIT
2021-12-15 00:00:00-05:00,26.58423436944389,26.91675700718183,26.251713400744944,26.88175392150879,13900,0.0,0.0,0.0,REIT
