timestamp,symbol,open,high,low,close,volume,sma_5,sma_10,sma_20,sma_50,ema_5,ema_10,ema_20,price_to_sma20,price_to_sma50,sma20_to_sma50,rsi,macd,macd_signal,macd_histogram,bb_position,bb_width,volume_ratio,momentum_5,momentum_10,momentum_20,volatility,support_distance,resistance_distance
1998-08-18,CCI,8.2370660671821,8.39700909761282,8.2370660671821,8.317037582397461,5783000,,,,,8.317037582397461,8.317037582397461,8.317037582397461,,,,,0.0,0.0,0.0,,,,,,,,,
1998-08-19,CCI,8.317037582397461,8.47698061282818,8.317037582397461,8.317037582397461,388700,,,,,8.317037582397461,8.317037582397461,8.317037582397461,,,,,0.0,0.0,0.0,,,,,,,,,
1998-08-20,CCI,8.39700909761282,8.47698061282818,8.317037582397461,8.317037582397461,348500,,,,,8.317037582397461,8.317037582397461,8.317037582397461,,,,,0.0,0.0,0.0,,,,,,,,,
1998-08-21,CCI,8.317037582397461,8.317037582397461,8.317037582397461,8.317037582397461,804000,,,,,8.317037582397461,8.317037582397461,8.317037582397461,,,,,0.0,0.0,0.0,,,,,,,,,
1998-08-24,CCI,8.317037582397461,8.317037582397461,8.317037582397461,8.317037582397461,119700,8.317037582397461,,,,8.317037582397461,8.317037582397461,8.317037582397461,,,,,0.0,0.0,0.0,,,,,,,,,
1998-08-25,CCI,8.317037582397461,8.317037582397461,8.2370660671821,8.317037582397461,294100,8.317037582397461,,,,8.317037582397461,8.317037582397461,8.317037582397461,,,,,0.0,0.0,0.0,,,,0.0,,,,,
1998-08-26,CCI,8.317040385032188,8.317040385032188,7.75723958988579,7.8372111320495605,383800,8.22107229232788,,,,8.157095432281494,8.229796409606934,8.271339825221471,,,,,-0.038276753873907055,-0.007655350774781411,-0.030621403099125644,,,,-0.4798264503479004,,,,,
1998-08-27,CCI,7.83720709768574,7.917178598682533,6.877549085724221,7.1174635887146,435300,7.981157493591309,,,,7.810551484425863,8.0275540785356,8.161446850316054,,,,,-0.12524521972350122,-0.031173324564525373,-0.09407189515897585,,,,-1.1995739936828613,,,,,
1998-08-28,CCI,7.277406883239746,7.277406883239746,6.3977203369140625,6.3977203369140625,192400,7.597294044494629,,,,7.339607768588596,7.731220670968048,7.993472896658721,,,,,-0.24937102678948264,-0.07481286500951684,-0.1745581617799658,,,,-1.9193172454833984,,,,,
1998-08-31,CCI,6.397721510667067,6.477693029550405,4.878262651883639,5.198148727416992,150800,6.973516273498535,7.645276927947998,,,6.625788088198062,7.270662135776946,7.727251547207128,,,,,-0.43947107779206096,-0.14774450756602567,-0.2917265702260353,,,,-3.1188888549804688,,,,,
1998-09-01,CCI,5.27812196226681,5.757951231563792,4.278477651231429,5.438065052032471,440700,6.397721767425537,7.357379674911499,,,6.229880409476199,6.9374626660052225,7.509233785761923,,,,,-0.5642630225935061,-0.23104821057152175,-0.3332148120219844,,,,-2.8789725303649902,-2.8789725303649902,,,,
1998-09-02,CCI,5.438064151340061,6.717608657537722,5.438064151340061,6.117822170257568,509200,6.053843975067139,7.13745813369751,,,6.192527663069989,6.78843712132383,7.376718393809128,,,,,-0.6013785024217704,-0.3051142689415715,-0.29626423348019887,,,,-1.7193889617919922,-2.1992154121398926,,,,
1998-09-03,CCI,6.23777573449271,6.23777573449271,5.438060896737235,5.59800386428833,165900,5.749952030181885,6.865554761886597,,,5.994353063476103,6.571994710953739,7.207317010045243,,,,,-0.6650712531631502,-0.3771056657858872,-0.28796558737726297,,,,-1.5194597244262695,-2.719033718109131,,,,
1998-09-04,CCI,5.75794840570706,5.75794840570706,5.1981478662633185,5.358090877532959,155700,5.542026138305664,6.569660091400147,,,5.782265668161722,6.351284923059051,7.031200235520263,,,,,-0.7265321792895811,-0.446990968486626,-0.27954121080295513,,,,-1.0396294593811035,-2.958946704864502,,,,
1998-09-08,CCI,5.757951953743078,6.397724393047865,5.598008843916881,6.317752838134766,149300,5.765946960449218,6.369731616973877,,,5.96076139148607,6.345188180345544,6.963252864340692,,,,32.638935586570554,-0.6898515270695231,-0.4955630802032055,-0.19428844686631763,,,,1.1196041107177734,-1.9992847442626953,,,,
1998-09-09,CCI,6.317749625758121,6.3977211400082235,6.0778350830078125,6.0778350830078125,116900,5.893900966644287,6.145811367034912,,,5.999785955326651,6.296578526284138,6.878927361356608,,,,31.333362801718366,-0.672390306769695,-0.5309285255165034,-0.14146178125319164,,,,0.6397700309753418,-2.2392024993896484,,,,
1998-09-10,CCI,5.997863975731102,5.997863975731102,5.757949416701858,5.9178924560546875,80700,5.853915023803711,5.953879499435425,,,5.972488122235997,6.2277265135151465,6.78740022751833,,,,30.51951249957797,-0.6638062519125905,-0.5575040707957208,-0.10630218111686962,,,,-0.19992971420288086,-1.919318675994873,,,,
1998-09-11,CCI,5.957880122794045,5.997865895430247,5.757951259613037,5.757951259613037,84800,5.8859045028686525,5.817928266525269,,,5.900975834695011,6.142312830987489,6.689357468670207,,,,29.74687638144121,-0.6622749510778672,-0.5784582468521502,-0.08381670422571696,,,,0.15994739532470703,-1.3595123291015625,,,,
1998-09-14,CCI,5.9178943501578445,6.157808985975054,5.757951259613037,5.757951259613037,90800,5.965876579284668,5.753951358795166,,,5.853300976334353,6.072428908919406,6.600652115426667,,,,29.74687638144121,-0.6535279210668685,-0.5934721816950939,-0.060055739371774663,,,,0.3998603820800781,-0.6397690773010254,,,,
1998-09-15,CCI,5.8379183156149725,5.91788979939052,5.518032380512782,5.59800386428833,200400,5.821926784515381,5.7939368724823,6.719606900215149,,5.768201938985679,5.986169809895573,6.505161805794444,0.8330850222963329,,,29.012366899278305,-0.6519865596190035,-0.6051750572798757,-0.046811502339127786,0.27135982265474445,0.7300334509958807,0.3678853020275914,-0.7197489738464355,0.3998551368713379,,,0.3084102151794845,0.33962290112862903
1998-09-16,CCI,5.598006248474121,5.598006248474121,4.958234105791365,5.038205623626709,221300,5.61400089263916,5.753950929641723,6.555665302276611,,5.524869833866022,5.813812685119416,6.36545169320704,0.7685269749627199,,,28.65855698085373,-0.6880051638978832,-0.6217410786034773,-0.06626408529440597,0.18923490462479942,0.7448488536262811,0.8299268704294018,-1.0396294593811035,-0.3998594284057617,-3.278831958770752,0.07954415552686789,0.17756969518740273,0.40566035788705085
1998-09-17,CCI,5.038205445487544,5.518034535533977,5.038205445487544,5.298112869262695,87300,5.490044975280762,5.671979999542236,6.404719066619873,,5.449284178998247,5.720049082236375,6.263800376640913,0.8272201815807051,,,35.08199700518193,-0.6876510118844728,-0.6349230652596765,-0.052727946624796296,0.2650242797158363,0.7353092405051328,0.34700691628905317,-0.6197795867919922,-0.819709300994873,-3.0189247131347656,0.08110728775676576,0.23831729440909785,0.37500000162261987
1998-09-18,CCI,5.358092040726633,5.558020848216432,4.958234425747033,5.278120517730713,147300,5.3940788269042965,5.639991664886475,6.2527732133865355,,5.392229625242402,5.639698434144437,6.169926104363751,0.8441247327555087,,,39.62965760222179,-0.6811318950516219,-0.6441648312180656,-0.0369670638335563,0.28084873927951504,0.7112679467689728,0.6098873799271282,-0.4798307418823242,-0.3198833465576172,-3.038917064666748,0.08106474593562746,0.23364452218455947,0.3653847674913886
1998-09-21,CCI,5.038205623626709,5.118177141462054,4.398433480943953,4.478404998779297,472900,5.138169574737549,5.552023077011109,6.060841584205628,,5.087621416421367,5.428554173168957,6.00882885621285,0.7389081097994521,,,42.80001251664036,-0.7320571082180019,-0.6617432866180528,-0.07031382159994903,0.1292932712323611,0.7043084733544231,2.1021047718533996,-1.2795462608337402,-0.8796858787536621,-3.838632583618164,0.08608555785232284,0.04672861794435798,0.46153862534575574
1998-09-22,CCI,4.558377183973789,5.198149420320988,4.518391419202089,5.118177890777588,728300,5.0422043800354,5.43206558227539,5.900898599624634,,5.097806907873441,5.372122121825072,5.924004954742825,0.8673556754734209,,,47.037031409802616,-0.7125772341779175,-0.6719100761300257,-0.04066715804789178,0.2926711631626652,0.6397774981521198,2.851661152332661,-0.4798259735107422,-1.1995749473571777,-3.198859691619873,0.09400017575465956,0.19626145278671175,0.38461548172970905
1998-09-23,CCI,5.278119371898138,5.5180338888025995,5.118176360628498,5.358090877532959,382500,5.10618143081665,5.3600911617279055,5.752951264381409,,5.18456823109328,5.369570986499233,5.870108375960933,0.9313638567923959,,,42.338702154395,-0.6700563284033159,-0.6715393265846838,0.0014829981813679893,0.3699321045358063,0.5276947317602978,1.4722013740546158,0.31988525390625,-0.7197442054748535,-2.958946704864502,0.09509735644240837,0.25233583398309817,0.3557695250373342
1998-09-24,CCI,5.43806362809806,5.99786429569639,5.43806362809806,5.797935485839844,280800,5.20614595413208,5.348095464706421,5.6509874820709225,,5.389023982675468,5.447455440924799,5.863234767377972,1.026003951386399,,,52.049207128236255,-0.5940189397018294,-0.656035249208113,0.06201630950628356,0.5633274512724556,0.4106268429234793,1.1026250171794318,0.49982261657714844,-0.11995697021484375,-2.039275646209717,0.09709881423088032,0.3551398320781423,0.2676765575549027
1998-09-25,CCI,5.598005739847819,6.037849047978719,5.598005739847819,5.997863292694092,44400,5.350094509124756,5.372086668014527,5.595007467269897,,5.591970419348343,5.547529595791943,5.876056531693793,1.0720027323968468,,,56.611565198005955,-0.5117273834521567,-0.6271736760569218,0.11544629260476502,0.7116770069513026,0.34015377217333514,0.1888397414086424,0.7197427749633789,0.2399120330810547,-1.1196002960205078,0.095623345635059,0.40186855737525934,0.1758241103012271
1998-09-28,CCI,6.077834803263347,6.31774933497111,5.997863292694092,5.997863292694092,26500,5.653986167907715,5.396077871322632,5.575014615058899,,5.727268043796926,5.629408449774152,5.887657175598584,1.0758470976009675,,,45.87624601106189,-0.4414222908525307,-0.5900233990160435,0.1486011081635128,0.7360348022302876,0.32133861991659685,0.11683015540615012,1.519458293914795,0.2399120330810547,-0.3998570442199707,0.09285854968066086,0.40186855737525934,0.1071430923615974
1998-09-29,CCI,6.077835508252753,6.237778547943615,5.917892468561892,6.097828388214111,88300,5.849916267395019,5.44606032371521,5.619998598098755,,5.850788158602654,5.714575711308689,5.907673481561967,1.0850231155354746,,,50.26738540830337,-0.3733350763144463,-0.5466857344757241,0.17335065816127782,0.7636024537898882,0.32254295934302923,0.39472507822977204,0.9796504974365234,0.49982452392578125,0.8996796607971191,0.08159345995411138,0.4252331986492993,0.092262038609255
1998-09-30,CCI,6.077833943552784,6.437705690210516,5.997862444295511,6.157805442810059,172300,6.009859180450439,5.558020305633545,5.655985617637635,,5.953127253338456,5.795162935218029,5.931495573109404,1.0887236741917357,,,53.2966832797967,-0.31095136739160445,-0.4995388610589002,0.18858749366729577,0.7690140692923274,0.32981053528216386,0.8193836789043181,0.7997145652770996,1.1195998191833496,0.7197403907775879,0.08117603424282147,0.39999967476796416,0.0833337044871641
1998-10-01,CCI,6.157805617426482,6.157805617426482,5.677976608276367,5.677976608276367,85500,5.9858674049377445,5.596006679534912,5.633993339538574,,5.861410371651093,5.7738563303195445,5.9073509097919725,1.0078067661935495,,,48.98985938532348,-0.29680858090612183,-0.45899280502834455,0.16218422412222272,0.5242400060290003,0.3220612315116433,0.45215367936751366,-0.11995887756347656,0.3798637390136719,-0.43984556198120117,0.078596130678689,0.2909088276260143,0.11801239734979325
1998-10-02,CCI,5.677976608276367,5.917891112851424,5.677976608276367,5.677976608276367,58700,5.921890068054199,5.6359922885894775,5.637991976737976,,5.800265783859518,5.756423653584421,5.8855057382190585,1.0070919986589846,,,48.98985938532348,-0.282345616213437,-0.423663367265363,0.141317751051926,0.5220353815613905,0.3218459657358868,0.31948186246496313,-0.3198866844177246,0.3998560905456543,0.07997274398803711,0.07606454488811853,0.2909088276260143,0.11801239734979325
1998-10-05,CCI,5.598007068037987,5.677978597581387,5.118177890777588,5.118177890777588,63000,5.745952987670899,5.6999695777893065,5.625996327400207,,5.572903152832208,5.640378969437724,5.812426895605586,0.9097371546175033,,,44.495440747440405,-0.3124529277080921,-0.40142127935390887,0.08896835164581679,0.22667066530442762,0.33023475318896633,0.35175879396984927,-0.8796854019165039,0.639772891998291,-0.2399129867553711,0.07882009981510679,0.16363653399600117,0.20496864301197631
1998-10-06,CCI,5.75794840570706,5.8379199113418805,5.118176360628498,5.358090877532959,129500,5.598005485534668,5.723960876464844,5.578013229370117,,5.501299061065792,5.589053861818676,5.7691567986462875,0.9605733542044697,,,53.960391363516905,-0.31334220212702935,-0.383805463908533,0.07046326178150364,0.37449358180671705,0.31414047475095946,0.727078771545674,-0.7397375106811523,0.2399129867553711,-0.9596619606018066,0.06784289291960378,0.2181816323349405,0.167701796980137
1998-10-07,CCI,5.358090782165527,5.518033790588379,4.998219013214111,4.998219013214111,340400,5.366088199615478,5.687973690032959,5.524032425880432,,5.333605711781899,5.481629343890573,5.695734152414651,0.904813481868272,,,46.376798903389485,-0.33917580286101234,-0.3748795316990289,0.035703728838016535,0.20107415066675313,0.31842852782401115,1.798346408854373,-1.1595864295959473,-0.35987186431884766,-1.0796160697937012,0.06887350532004241,0.1363634427731388,0.2236024363750205
1998-10-08,CCI,4.95823314402363,4.998218895185111,3.8386321115021653,4.03856086730957,346800,5.0382050514221195,5.512036228179932,5.430065846443176,,4.9019240969577895,5.2192532572394805,5.5379081252617866,0.7437406804108877,,,37.7952528181703,-0.4321044782904373,-0.3863245210173106,-0.045779957273126726,-0.1437062000055132,0.3980998157030607,1.7118317784688286,-1.6394157409667969,-1.7593746185302734,-1.8793315887451172,0.08028268574539749,0.052083333333333474,0.37267078340490156
1998-10-09,CCI,4.478402900695801,4.558374381065369,3.918602538108826,3.9985740184783936,271500,4.702324533462525,5.3121073007583615,5.342096984386444,,4.6008074041313245,4.997311577464737,5.391304876996702,0.7485027003749992,,,44.44441745328267,-0.5031774116158028,-0.409695099137009,-0.09348231247879374,-0.0405434125657261,0.46526753222512085,1.2811136015099682,-1.6794025897979736,-1.9992892742156982,-1.7593772411346436,0.08024712151256842,0.04166638071332093,0.3788821342735787
